CONST,0xE90AD35AAF0828BC,"FIGHTER_PAD_ATTACK_TRIGGER",0x0
CONST,0x2DBCF4F8527B6075,"FIGHTER_PAD_ATTACK_RELEASE",0x1
CONST,0xAF584050C0149AE7,"FIGHTER_PAD_SPECIAL_TRIGGER",0x2
CONST,0x1FAC7A3FEC45ACC7,"FIGHTER_PAD_SPECIAL_RELEASE",0x3
CONST,0x39861B1EF6E67D84,"FIGHTER_PAD_JUMP_TRIGGER",0x4
CONST,0xC9B484F70E7A80AB,"FIGHTER_PAD_JUMP_RELEASE",0x5
CONST,0xC5588B41FEC4F32D,"FIGHTER_PAD_GUARD_TRIGGER",0x6
CONST,0x4141CED1E0526C8B,"FIGHTER_PAD_GUARD_RELEASE",0x7
CONST,0xD5A66039CE86F4E4,"FIGHTER_PAD_MAX",0x8
CONST,0x53B39C01EEDE8419,"FIGHTER_PAD_CMD_CAT1_ATTACK_N",0x0
CONST,0xAF04F6F961658857,"FIGHTER_PAD_CMD_CAT1_ATTACK_S3",0x1
CONST,0xEFF504E043B55284,"FIGHTER_PAD_CMD_CAT1_ATTACK_HI3",0x2
CONST,0x82A0203F6A04B03B,"FIGHTER_PAD_CMD_CAT1_ATTACK_LW3",0x3
CONST,0xEE6CBFBF9CF5A805,"FIGHTER_PAD_CMD_CAT1_ATTACK_S4",0x4
CONST,0x263479892C9D2690,"FIGHTER_PAD_CMD_CAT1_ATTACK_HI4",0x5
CONST,0x1AA6D7F1BB458D6C,"FIGHTER_PAD_CMD_CAT1_ATTACK_LW4",0x6
CONST,0xE75E42E1949C5471,"FIGHTER_PAD_CMD_CAT1_ATTACK_AIR_N",0x7
CONST,0x6A22B2A209A9943D,"FIGHTER_PAD_CMD_CAT1_ATTACK_AIR_F",0x8
CONST,0x7CE4C311C5D87C89,"FIGHTER_PAD_CMD_CAT1_ATTACK_AIR_B",0x9
CONST,0x328F23C6A825FF47,"FIGHTER_PAD_CMD_CAT1_ATTACK_AIR_HI",0xA
CONST,0xE6D27517FD1719D4,"FIGHTER_PAD_CMD_CAT1_ATTACK_AIR_LW",0xB
CONST,0xE60DB8CC835EB333,"FIGHTER_PAD_CMD_CAT1_SPECIAL_N",0xC
CONST,0x540895D3A36E0470,"FIGHTER_PAD_CMD_CAT1_SPECIAL_S",0xD
CONST,0xA215C5AAE103A7E7,"FIGHTER_PAD_CMD_CAT1_SPECIAL_HI",0xE
CONST,0x9EC3AB745B592108,"FIGHTER_PAD_CMD_CAT1_SPECIAL_LW",0xF
CONST,0x1C5452C6650C8437,"FIGHTER_PAD_CMD_CAT1_WALK",0x10
CONST,0x3A91801162AD32AE,"FIGHTER_PAD_CMD_CAT1_DASH",0x11
CONST,0xA737FD1F7CB4BBDC,"FIGHTER_PAD_CMD_CAT1_TURN",0x12
CONST,0xF685C7D8F5869CD8,"FIGHTER_PAD_CMD_CAT1_TURN_DASH",0x13
CONST,0x6FB47EAF652C4491,"FIGHTER_PAD_CMD_CAT1_JUMP",0x14
CONST,0x6030ED255E51116D,"FIGHTER_PAD_CMD_CAT1_JUMP_BUTTON",0x15
CONST,0xB71B127839D21F9C,"FIGHTER_PAD_CMD_CAT1_AIR_ESCAPE",0x16
CONST,0xE0773E67B0AE1FD3,"FIGHTER_PAD_CMD_CAT1_SQUAT",0x17
CONST,0x64F8A177C4FAB6C1,"FIGHTER_PAD_CMD_CAT1_ESCAPE",0x18
CONST,0x4903B5987C535F34,"FIGHTER_PAD_CMD_CAT1_ESCAPE_F",0x19
CONST,0xE9B3E24A20B312A8,"FIGHTER_PAD_CMD_CAT1_ESCAPE_B",0x1A
CONST,0x2F632B35BC588330,"FIGHTER_PAD_CMD_CAT1_WALL_JUMP_LEFT",0x1B
CONST,0xEB4D9EE2E49AAAC1,"FIGHTER_PAD_CMD_CAT1_WALL_JUMP_RIGHT",0x1C
CONST,0x132A239F77A63DCD,"FIGHTER_PAD_CMD_CAT1_CATCH",0x1D
CONST,0xF0966086A7827919,"FIGHTER_PAD_CMD_CAT1_NO_CMD",0x1E
CONST,0xE58E2DDD4872B4A4,"FIGHTER_PAD_CMD_CAT1_MAX",0x1F
CONST,0xB406F13C54669801,"FIGHTER_PAD_CMD_CAT2_APPEAL_S_L",0x0
CONST,0xC24C3936D015910B,"FIGHTER_PAD_CMD_CAT2_APPEAL_S_R",0x1
CONST,0x3F38D22EC152D391,"FIGHTER_PAD_CMD_CAT2_APPEAL_HI",0x2
CONST,0xA08C3694B02FB378,"FIGHTER_PAD_CMD_CAT2_APPEAL_LW",0x3
CONST,0xFB08D38A4207A86F,"FIGHTER_PAD_CMD_CAT2_APPEAL_SMASH",0x4
CONST,0x130A9D04E585EE83,"FIGHTER_PAD_CMD_CAT2_ATTACK_DASH_ATTACK_HI4",0x5
CONST,0xD151267EB8CFE095,"FIGHTER_PAD_CMD_CAT2_FALL_JUMP",0x6
CONST,0xD37E3C2A411913AD,"FIGHTER_PAD_CMD_CAT2_DASH_ATTACK_S4",0x7
CONST,0x4A16F4C9D714A4EC,"FIGHTER_PAD_CMD_CAT2_DAMAGE_FALL_TO_FALL",0x8
CONST,0x7D30511276C49377,"FIGHTER_PAD_CMD_CAT2_DOWN_TO_DOWN_STAND_FB",0x9
CONST,0x646DA1EBC43501AE,"FIGHTER_PAD_CMD_CAT2_DOWN_TO_DOWN_STAND",0xA
CONST,0xD96DB6C6743430C3,"FIGHTER_PAD_CMD_CAT2_GUARD_TO_PASS",0xB
CONST,0x04FB225ED37E6937,"FIGHTER_PAD_CMD_CAT2_SQUAT_TO_SQUAT_F",0xC
CONST,0x1A77AB57E842D80F,"FIGHTER_PAD_CMD_CAT2_SQUAT_TO_SQUAT_B",0xD
CONST,0x1F4D9BD3DBCB5BB7,"FIGHTER_PAD_CMD_CAT2_TURN_TO_ESCAPE_F",0xE
CONST,0x851B93359CEF8CE3,"FIGHTER_PAD_CMD_CAT2_TURN_TO_ESCAPE_B",0xF
CONST,0xE378A42E653646A5,"FIGHTER_PAD_CMD_CAT2_STICK_ESCAPE_F",0x10
CONST,0xC78D52A03B373117,"FIGHTER_PAD_CMD_CAT2_STICK_ESCAPE_B",0x11
CONST,0x4F62C7A6A569AD7A,"FIGHTER_PAD_CMD_CAT2_STICK_ESCAPE",0x12
CONST,0x919DB1F37E64F588,"FIGHTER_PAD_CMD_CAT2_SPECIAL_N_REVERSE_LR",0x13
CONST,0xA94BEDD14C7DDA69,"FIGHTER_PAD_CMD_CAT2_THROW_F",0x14
CONST,0xB819E288A20A05EE,"FIGHTER_PAD_CMD_CAT2_THROW_B",0x15
CONST,0x596C36F61A17FFEB,"FIGHTER_PAD_CMD_CAT2_THROW_HI",0x16
CONST,0xC96CC67E6DBA6373,"FIGHTER_PAD_CMD_CAT2_THROW_LW",0x17
CONST,0x096225298F6580EF,"FIGHTER_PAD_CMD_CAT2_COMMON_GUARD",0x18
CONST,0x45D5FCE1D1B9DE3B,"FIGHTER_PAD_CMD_CAT2_AIR_LASSO",0x19
CONST,0xDF862B1962F632CC,"FIGHTER_PAD_CMD_CAT2_MAX",0x1A
CONST,0xA50C7F6ED98E165D,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_FB4",0x0
CONST,0x5DA071ABF1D89882,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_HI4",0x1
CONST,0x2B02B2224BF5D2D8,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_LW4",0x2
CONST,0xA2880EAD4A49A79F,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_HI",0x3
CONST,0x953EAE6292D697AA,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_LW",0x4
CONST,0x58E8BE68CA5B32B6,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_DROP",0x5
CONST,0x532F98C772C9D2F0,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_FB",0x6
CONST,0x9CC31FC1F822F142,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_AIR_FB",0x7
CONST,0x6658A3D5DCB2AAAA,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_AIR_FB4",0x8
CONST,0xE5D98EB1435BE1BB,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_AIR_HI",0x9
CONST,0xDE0D5B30D92EB5AB,"FIGHTER_PAD_CMD_CAT3_ITEM_LIGHT_THROW_AIR_HI4",0xA
